HECHO,RUPTURA,CONEXO,ESTADO_NOTICIA,ETAPA,ANIO_DENUNCIA,ANIO_ENTRADA,ANIO_HECHO,LEY,PAIS,DEPARTAMENTO,MUNICIPIO,SECCIONAL,GRUPO_DELITO,DELITO,IMPUTACION,CONDENA,ATIPICIDAD_INEXISTENCIA,ACUSACION,CAPTURA,SEXO_VICTIMA,GRUPO_EDAD_VICTIMA,PAIS_NACIMIENTO,HOMICIDIO_DOLOSO_CONSUMADO,TOTAL_VICTIMAS
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,10
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Chocó,QUIBDO,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2017,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Nariño,BARBACOAS,DIRECCIÓN SECCIONAL DE NARIÑO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Nariño,TUMACO,DIRECCIÓN SECCIONAL DE NARIÑO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,FLORIDA,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Antioquia,LA ESTRELLA,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Sucre,SINCELEJO,DIRECCIÓN SECCIONAL DE SUCRE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Tolima,FLANDES,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
NO,NO,NO,INACTIVO,INVESTIGACIÓN,2018,2018,2018,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,SI,NO,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,JUICIO,2015,2015,2015,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Risaralda,PEREIRA,DIRECCIÓN SECCIONAL DE RISARALDA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,,SI,2
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,Cundinamarca,ZIPAQUIRÁ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Córdoba,CANALETE,DIRECCIÓN SECCIONAL DE CÓRDOBA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,ALCALÁ,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,ADULTO MAYOR DE 60,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Caquetá,CARTAGENA DEL CHAIRÁ,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Curaçao,NO,1
SI,NO,NO,ACTIVO,TERMINACIÓN ANTICIPADA,2018,2018,2018,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Risaralda,BELÉN DE UMBRÍA,DIRECCIÓN SECCIONAL DE RISARALDA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Cesar,CURUMANÍ,DIRECCIÓN SECCIONAL DE CESAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Bolívar,CANTAGALLO,DIRECCIÓN SECCIONAL DE MAGDALENA MEDIO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,,NO,1
SI,NO,NO,ACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Santander,SUCRE,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,MASCULINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Boyaca,SOGAMOSO,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,PRIMERA INFANCIA 0 - 5,Colombia,SI,3
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Cundinamarca,VILLAPINZÓN,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Antioquia,MEDELLÍN,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Nariño,PASTO,DIRECCIÓN SECCIONAL DE NARIÑO,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,2
SI,NO,NO,ACTIVO,INDAGACIÓN,2021,2021,2019,Ley 906,Colombia,Meta,SAN MARTÍN,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,SI,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,2
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Cauca,TOTORÓ,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Caquetá,BELÉN DE LOS ANDAQUIES,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Antioquia,GIRARDOTA,DIRECCIÓN SECCIONAL DE MEDELLÍN,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Cauca,SANTANDER DE QUILICHAO,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,2
SI,NO,NO,INACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Chocó,TADÓ,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,SI,MASCULINO,SIN DATO,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Caquetá,SAN JOSÉ DEL FRAGUA,DIRECCIÓN SECCIONAL DE CAQUETÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Boyaca,SOGAMOSO,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,MASCULINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Chocó,ALTO BAUDO,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
NO,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2016,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,SI,NO,NO,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTO MAYOR DE 60,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Boyaca,SOGAMOSO,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
NO,SI,NO,ACTIVO,JUICIO,2020,2021,2020,Ley 906,Colombia,Casanare,MANÍ,DIRECCIÓN SECCIONAL DE CASANARE,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,MASCULINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Boyaca,TOTA,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Bolívar,MAGANGUÉ,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2018,2018,2017,Ley 906,Colombia,La Guajira,RIOHACHA,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Huila,SANTA MARÍA,DIRECCIÓN SECCIONAL DE HUILA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,EJECUCIÓN DE PENAS,2020,2020,2020,Ley 906,Colombia,Meta,VILLAVICENCIO,DIRECCIÓN SECCIONAL DE META,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2018,2018,2018,Ley 906,Colombia,Cauca,ARGELIA,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
NO,SI,NO,INACTIVO,JUICIO,2019,2019,2019,Ley 906,Colombia,Antioquia,SAN VICENTE,DIRECCIÓN SECCIONAL DE ANTIOQUIA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,La Guajira,URUMITA,DIRECCIÓN SECCIONAL DE LA GUAJIRA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2017,2017,2017,Ley 906,Colombia,Santander,BOLÍVAR,DIRECCIÓN SECCIONAL DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Norte de Santander,SARDINATA,DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,ADOLESCENTE 14 - 17,,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Boyaca,SOGAMOSO,DIRECCIÓN SECCIONAL DE BOYACÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Cundinamarca,TOPAIPÍ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,MASCULINO,PRE-ADOLESCENTE 12 - 13,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2018,Ley 906,Colombia,Magdalena,SANTA MARTA,DIRECCIÓN SECCIONAL DE MAGDALENA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Tolima,IBAGUÉ,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Bolívar,ARJONA,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,LA CUMBRE,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Bolívar,MAGANGUÉ,DIRECCIÓN SECCIONAL DE BOLÍVAR,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2017,2017,2017,Ley 906,Colombia,Cauca,POPAYÁN,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,SIN DATO,Colombia,NO,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Valle del Cauca,CALI,DIRECCIÓN SECCIONAL DE CALI,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,ACTIVO,JUICIO,2016,2016,2016,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,NO,NO,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2019,2019,2019,Ley 906,Colombia,Tolima,LÍBANO,DIRECCIÓN SECCIONAL DE TOLIMA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2016,2016,2016,Ley 906,Colombia,Cundinamarca,TOPAIPÍ,DIRECCIÓN SECCIONAL DE CUNDINAMARCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,2
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,NO,FEMENINO,SIN DATO,Colombia,NO,3
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2017,2017,2017,Ley 906,Colombia,Caldas,PÁCORA,DIRECCIÓN SECCIONAL DE CALDAS,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,NO,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,NO,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,Huila,NEIVA,DIRECCIÓN SECCIONAL DE HUILA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,SIN DATO,Colombia,SI,1
NO,SI,NO,INACTIVO,EJECUCIÓN DE PENAS,2015,2015,2015,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,ADOLESCENTE 14 - 17,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2020,2020,2020,Ley 906,Colombia,Cauca,EL TAMBO,DIRECCIÓN SECCIONAL DE CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,ADULTEZ 29 - 59,Colombia,SI,1
SI,NO,NO,ACTIVO,JUICIO,2020,2020,2020,Ley 906,Colombia,Valle del Cauca,BUENAVENTURA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,NO,NO,SI,SI,FEMENINO,ADULTO MAYOR DE 60,Colombia,NO,1
SI,NO,NO,ACTIVO,INDAGACIÓN,2019,2019,2019,Ley 906,Colombia,Valle del Cauca,LA VICTORIA,DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,MASCULINO,SIN DATO,,SI,1
SI,NO,NO,INACTIVO,INDAGACIÓN,2018,2018,2018,Ley 906,Colombia,Chocó,ISTMINA,DIRECCIÓN SECCIONAL DE CHOCÓ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,NO,NO,NO,NO,NO,FEMENINO,SIN DATO,Colombia,SI,1
SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,2018,2018,2018,Ley 906,Colombia,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",DIRECCIÓN SECCIONAL DE BOGOTÁ,FEMINICIDIO,FEMINICIDIO ART. 104A C.P.,SI,SI,NO,SI,SI,FEMENINO,JUVENTUD 18 - 28,Colombia,SI,3
